zip,returns,wages,self_employed_income,freelance_ratio,freelance_score
98547.0,478.0,21778.0,3002.0,0.13784553218844706,0.8507413533578642
98548.0,1004.0,38884.0,2106.0,0.054161094537599014,0.37440171741483974
98550.0,3316.0,257142.0,9186.0,0.03572345241150804,0.2896034569761751
98552.0,140.0,7834.0,0.0,0.0,0.0
98555.0,221.0,8902.0,346.0,0.03886767018647495,0.20998948260253972
98557.0,1216.0,100816.0,1784.0,0.017695603872401208,0.12571211972196625
98560.0,142.0,6682.0,0.0,0.0,0.0
98563.0,3414.0,255072.0,11820.0,0.046339856981558146,0.37701796106627855
98564.0,930.0,55780.0,2392.0,0.04288275367515238,0.2931576226469477
98568.0,930.0,64704.0,592.0,0.009149357072205737,0.06254737716598702
98569.0,2428.0,113298.0,7810.0,0.06893325566205935,0.5373509223067219
98570.0,1656.0,99142.0,4102.0,0.041374997478364366,0.3067030925287341
98572.0,338.0,19032.0,202.0,0.010613703236654056,0.06183543619645076
98576.0,1982.0,157948.0,8130.0,0.05147263656393243,0.39079910239361015
98577.0,2294.0,142262.0,5940.0,0.04175394694296439,0.32311242248540156
98579.0,5088.0,386558.0,13916.0,0.03599977234981555,0.3072521756000657
98580.0,3918.0,319174.0,7480.0,0.02343549286596026,0.1938957015625748
98581.0,134.0,2384.0,0.0,0.0,0.0
98582.0,328.0,17734.0,330.0,0.018608322995376115,0.10785491472609524
98584.0,12812.0,905002.0,34784.0,0.038435274176189665,0.36352910824725365
98585.0,306.0,17786.0,860.0,0.04835263690543124,0.27690818975177045
98586.0,804.0,50834.0,2914.0,0.057323838375890154,0.38354476130931453
98588.0,614.0,38690.0,1048.0,0.027087102610493668,0.1739431412939062
98589.0,3130.0,261134.0,9006.0,0.034488040622822,0.2775979540705753
98590.0,142.0,8240.0,1708.0,0.20728155339805826,1.0287061442334857
98591.0,1706.0,107584.0,4250.0,0.03950401546698394,0.29400834763418704
98592.0,940.0,56098.0,2682.0,0.04780919105850476,0.3273468127271558
98593.0,414.0,23642.0,304.0,0.012858472210472887,0.07751445182937704
98595.0,1046.0,62172.0,8668.0,0.1394196744515216,0.969480388918256
98596.0,2446.0,150402.0,6652.0,0.044228135264158724,0.3450952471245107
98597.0,8940.0,685378.0,21408.0,0.031235318320693106,0.28419150512955726
98601.0,1376.0,95880.0,3028.0,0.031581143095536085,0.22825784361858956
98603.0,392.0,25534.0,694.0,0.027179447011827368,0.1623648418045456
98604.0,15184.0,1221772.0,49972.0,0.04090124835075611,0.393799811339123
98605.0,486.0,42158.0,1554.0,0.03686133118269368,0.2281076532869288
98606.0,4692.0,415844.0,23794.0,0.05721857234924635,0.4837159298968179
98607.0,13188.0,1482618.0,78246.0,0.05277556322667066,0.5006890739379019
98610.0,1104.0,78524.0,1920.0,0.02445112322347308,0.17134370611262237
98611.0,4248.0,290462.0,8484.0,0.029208640028644022,0.2440217996430998
98612.0,1264.0,73052.0,3810.0,0.05215462957893008,0.3725315172538161
98613.0,202.0,10572.0,474.0,0.044835414301929624,0.23821979134182814
98616.0,112.0,5362.0,0.0,0.0,0.0
98619.0,192.0,13342.0,190.0,0.014240743516714135,0.07494462118812234
98620.0,2922.0,166648.0,7018.0,0.042112716624261914,0.336074882024091
98624.0,540.0,36800.0,3462.0,0.09407608695652174,0.5920602593306119
98625.0,2998.0,227296.0,6712.0,0.029529776150922147,0.23641639715509008
98626.0,8596.0,648672.0,18930.0,0.029182699422820778,0.26437099381262363
98628.0,162.0,8944.0,516.0,0.057692307692307696,0.29387020389269786
98629.0,3990.0,335492.0,11904.0,0.035482217161661084,0.29421134554177186
98631.0,1266.0,70514.0,5426.0,0.07694925830331566,0.5497568335425944
98632.0,17394.0,1294420.0,46452.0,0.03588634291806369,0.3503920304418557
98635.0,756.0,39896.0,3318.0,0.08316623220372969,0.5513391636982518
98638.0,664.0,36788.0,2548.0,0.06926171577688377,0.4501864026201782
98640.0,1612.0,60936.0,4888.0,0.08021530786398845,0.5924583180693846
98642.0,7430.0,678622.0,34856.0,0.05136290895373271,0.4578189599984922
98643.0,178.0,9412.0,660.0,0.07012324691882703,0.36375633572618976
98645.0,582.0,35932.0,972.0,0.027051096515640655,0.17226644620763326
98647.0,166.0,7494.0,546.0,0.07285828662930344,0.3728882601520614
98648.0,1176.0,86462.0,4210.0,0.04869191089727279,0.34428706820991606
98649.0,480.0,31978.0,1370.0,0.04284195384326724,0.2645862205280159
98650.0,476.0,31876.0,3226.0,0.10120466808884428,0.6241814593928282
98651.0,422.0,33600.0,512.0,0.015238095238095238,0.0921504332045147
98660.0,2992.0,335824.0,18638.0,0.05549930916194197,0.44421821919624144
98661.0,11738.0,1152288.0,46636.0,0.04047252075869921,0.3792547134359906
98662.0,11608.0,960830.0,41298.0,0.042981588834653375,0.4022877253848071
98663.0,4402.0,423514.0,19154.0,0.045226367959500746,0.37945109981215663
98664.0,7484.0,713666.0,27876.0,0.03906028870648175,0.348443410406401
98665.0,9306.0,800268.0,32220.0,0.04026151239334823,0.3679307201493295
98671.0,9504.0,840002.0,39288.0,0.0467713172111495,0.42840530622474277
98672.0,2476.0,203068.0,13440.0,0.06618472629857979,0.5172206260579559
98674.0,5306.0,405266.0,12936.0,0.031919776147024424,0.2737689609536987
98675.0,2422.0,175798.0,5164.0,0.029374623147021012,0.22890943882351641
98682.0,20646.0,1792178.0,59510.0,0.03320540705220129,0.32990652109416263
98683.0,12086.0,1158174.0,42774.0,0.036932274425086384,0.347159160964643
98684.0,10460.0,936470.0,34526.0,0.03686823923884374,0.3412306456288815
98685.0,12204.0,1208912.0,50256.0,0.04157126407877496,0.39116900733300414
98686.0,7770.0,737244.0,44996.0,0.061032711015620335,0.54674043256761
98801.0,14248.0,1179142.0,46240.0,0.03921495460258391,0.37506915913475836
98802.0,11498.0,855462.0,32648.0,0.03816417327712979,0.3568356061157373
98812.0,1820.0,123732.0,5610.0,0.04533992823198526,0.3403732377822381
98813.0,846.0,47986.0,1272.0,0.02650773142166465,0.17870719133908666
98814.0,206.0,8196.0,968.0,0.11810639336261591,0.6298281834896141
98815.0,2788.0,194402.0,8112.0,0.041727965761669115,0.3310462454112313
98816.0,2834.0,190070.0,14118.0,0.07427789761666755,0.5904942236953388
98822.0,834.0,51890.0,1606.0,0.030950086721911737,0.2082145952998742
98823.0,4340.0,311196.0,7374.0,0.023695677322330622,0.19847167621955042
98826.0,2962.0,177324.0,17156.0,0.09674945297872821,0.7734110198629182
98827.0,132.0,4106.0,0.0,0.0,0.0
98828.0,904.0,65120.0,1134.0,0.017414004914004914,0.11855341256381627
98830.0,226.0,10672.0,238.0,0.02230134932533733,0.12098370541234763
98831.0,1320.0,72252.0,4712.0,0.06521618778718928,0.4686529364295687
98832.0,66.0,4548.0,0.0,0.0,0.0
98834.0,110.0,3898.0,250.0,0.06413545407901487,0.30204785796000083
98837.0,14172.0,1145560.0,47306.0,0.04129508711896365,0.3947436205476323
98840.0,1586.0,102104.0,6246.0,0.061172921726866725,0.45082000803502265
98841.0,3074.0,197416.0,12702.0,0.06434128945982089,0.516728767726103
98843.0,642.0,44950.0,1058.0,0.02353726362625139,0.15219535301987544
98844.0,1706.0,90686.0,5454.0,0.06014158745561608,0.44760332697572813
98846.0,518.0,34226.0,894.0,0.02612049319230994,0.16330281281921066
98847.0,714.0,51184.0,2044.0,0.039934354485776806,0.262459860840625
98848.0,3858.0,259076.0,7144.0,0.02757492010066544,0.22771819487264258
98849.0,392.0,20062.0,734.0,0.036586581597049146,0.2185612728098912
98850.0,536.0,35996.0,1246.0,0.03461495721746861,0.21758955511051356
98851.0,1316.0,75372.0,2734.0,0.036273417184100196,0.26055600743732593
98855.0,2300.0,107688.0,8158.0,0.07575588737835227,0.5864338308493845
98856.0,944.0,50728.0,5754.0,0.11342848131209589,0.777119501513937
98857.0,1422.0,94396.0,2564.0,0.02716216788846985,0.19721153376734588
98858.0,670.0,42896.0,848.0,0.01976874300634092,0.12867018435639657
98859.0,90.0,4200.0,0.0,0.0,0.0
98862.0,1140.0,64926.0,11278.0,0.1737054492807196,1.2228273638564595
98901.0,7950.0,586748.0,20230.0,0.034478174616700864,0.30965031308975405
98902.0,11874.0,1011644.0,41560.0,0.04108164532187212,0.3854358277587789
98903.0,5358.0,405758.0,13700.0,0.03376396768517195,0.2899154115804974
98908.0,15356.0,1326912.0,61396.0,0.04626983552790238,0.44601005985778786
98922.0,2276.0,166706.0,9386.0,0.05630271255983588,0.4352545416726108
98923.0,678.0,43706.0,516.0,0.011806159337390747,0.07698349201071449
98926.0,9752.0,753338.0,41872.0,0.05558195657195044,0.510538624774107
98930.0,4490.0,334612.0,12490.0,0.03732681434019103,0.31391218816678973
98932.0,1424.0,98856.0,1688.0,0.017075341911467184,0.12399988804404632
98933.0,504.0,40070.0,680.0,0.01697030197154979,0.1056326361843585
98935.0,1230.0,83028.0,3454.0,0.04160042395336513,0.29601123312426053
98936.0,2342.0,187074.0,6014.0,0.03214770625527866,0.24944007855279662
98937.0,1778.0,129592.0,3902.0,0.030109883326131244,0.22533654620093901
98938.0,642.0,45538.0,2068.0,0.045412622425227284,0.2936445889086784
98942.0,7122.0,612284.0,24784.0,0.04047794814171202,0.35908328879807333
98944.0,5946.0,442194.0,23568.0,0.053297873783904805,0.46319274946210265
98946.0,234.0,15280.0,1098.0,0.0718586387434555,0.3923183831498878
98947.0,1012.0,68814.0,1848.0,0.026855000435957798,0.1858546362637191
98948.0,3222.0,254734.0,6112.0,0.023993656127568364,0.19382238293143417
98951.0,3424.0,254434.0,5100.0,0.02004449090923383,0.16313924015088888
98952.0,388.0,37892.0,-354.0,-0.009342341391322707,-0.05571379414232371
98953.0,2482.0,201106.0,2706.0,0.013455590584070093,0.10518534930626186
99001.0,1498.0,115432.0,1704.0,0.014761937764224825,0.10794745963655508
99003.0,2380.0,163184.0,6946.0,0.04256544759290126,0.33095809656398756
99004.0,5860.0,432962.0,15236.0,0.035190155256119474,0.3053124444386225
99005.0,4482.0,418014.0,20498.0,0.049036635136622216,0.41230236944144977
99006.0,5270.0,311628.0,13792.0,0.04425789723644859,0.3792890895477525
99008.0,270.0,17036.0,934.0,0.05482507630899272,0.30713659184677394
99009.0,1582.0,99204.0,3224.0,0.032498689568968994,0.23942035039974582
99011.0,1196.0,67564.0,642.0,0.009502101710970339,0.06734684623421079
99012.0,412.0,26346.0,840.0,0.031883397859257576,0.192047976090764
99013.0,310.0,19426.0,862.0,0.04437352002470915,0.2546948157262689
99016.0,5746.0,495132.0,18016.0,0.036386256594201145,0.3149752017346394
99018.0,130.0,6912.0,0.0,0.0,0.0
99019.0,4652.0,509292.0,25134.0,0.0493508635517542,0.4167812416740561
99021.0,4248.0,353678.0,12384.0,0.035014900559265774,0.29252984871657783
99022.0,3710.0,274576.0,5688.0,0.020715576015383718,0.1702624930369467
99023.0,254.0,20302.0,1504.0,0.07408137129346862,0.41050440212384354
99025.0,2528.0,202318.0,4644.0,0.022953963562312794,0.1798576005176767
99026.0,4744.0,338242.0,16326.0,0.04826721696300282,0.40857459276052294
99027.0,2774.0,212340.0,7820.0,0.0368277291136856,0.29198518943548923
99029.0,670.0,46122.0,1440.0,0.031221542864576558,0.20321381460559435
99030.0,462.0,30834.0,800.0,0.025945384964649414,0.15924569122621093
99031.0,604.0,42930.0,1920.0,0.04472396925227114,0.2864672406107434
99032.0,280.0,15626.0,206.0,0.013183156277998207,0.07433131075660768
99033.0,322.0,18294.0,526.0,0.028752596479720127,0.16612250584973856
99034.0,142.0,8100.0,744.0,0.09185185185185185,0.45584646974239146
99036.0,780.0,69718.0,3030.0,0.04346079921971371,0.28947391927499716
99037.0,6104.0,526410.0,23014.0,0.04371877433939325,0.3810905833436716
99040.0,152.0,22584.0,440.0,0.019482819695359546,0.09800711501118807
99101.0,616.0,24796.0,1836.0,0.07404420067752863,0.47572429133288807
99103.0,231.0,13644.0,-114.0,-0.008355321020228672,-0.045509239253148585
99109.0,2130.0,112480.0,5702.0,0.05069345661450925,0.3885322234728513
99110.0,630.0,36780.0,314.0,0.008537248504622078,0.05504225233382112
99111.0,1816.0,127542.0,6338.0,0.04969343431967509,0.37294634574881164
99113.0,382.0,28250.0,1108.0,0.0392212389380531,0.23328930152255417
99114.0,5082.0,286090.0,18028.0,0.06301513509734699,0.5377495435273263
99115.0,468.0,25524.0,698.0,0.027346810844695188,0.16819937048955896
99116.0,456.0,36236.0,524.0,0.014460757257975495,0.08856755979767533
99117.0,230.0,11352.0,1382.0,0.12174066243833685,0.6625635373450597
99118.0,290.0,14316.0,298.0,0.020815870354847724,0.11809516161058291
99119.0,398.0,21792.0,90.0,0.004129955947136564,0.024734146820855715
99122.0,1598.0,101782.0,3142.0,0.030869898410327955,0.22773136827458965
99123.0,466.0,30888.0,420.0,0.013597513597513598,0.0835747956559485
99125.0,216.0,13110.0,182.0,0.013882532418001525,0.07468659941604605
99126.0,330.0,14332.0,724.0,0.050516327100195366,0.2931017097246018
99128.0,144.0,7750.0,316.0,0.0407741935483871,0.20292230485224536
99129.0,218.0,9312.0,186.0,0.01997422680412371,0.10764254099504608
99130.0,372.0,23230.0,892.0,0.03839862247094274,0.22738045416798464
99133.0,622.0,42972.0,2250.0,0.05235967606813739,0.33691077136907216
99134.0,266.0,14066.0,292.0,0.020759277690885824,0.11598724642776005
99135.0,132.0,7562.0,0.0,0.0,0.0
99137.0,168.0,7394.0,500.0,0.0676223965377333,0.34689604509893657
99138.0,306.0,23632.0,444.0,0.01878808395396073,0.10759649627321917
99139.0,530.0,29748.0,862.0,0.028976737931961812,0.18182213467495467
99140.0,106.0,6816.0,0.0,0.0,0.0
99141.0,2244.0,116270.0,5494.0,0.047252085662681687,0.3646188667426584
99143.0,292.0,14074.0,354.0,0.02515276396191559,0.14287204089754454
99148.0,984.0,49682.0,2160.0,0.043476510607463464,0.2996680074258627
99150.0,152.0,8916.0,596.0,0.06684611933602512,0.3362652536058649
99153.0,198.0,12284.0,1148.0,0.09345490068381634,0.4946852766837933
99155.0,204.0,21516.0,210.0,0.009760178471834913,0.0519535274037491
99156.0,3182.0,176982.0,8964.0,0.050649218564599786,0.40851529526255026
99157.0,334.0,15266.0,1120.0,0.07336564915498493,0.4265574607391638
99158.0,286.0,17250.0,530.0,0.03072463768115942,0.17388554054217967
99159.0,556.0,35858.0,1060.0,0.029561046349489653,0.1869016441051626
99161.0,740.0,49942.0,1498.0,0.029994793960994755,0.19820561724988062
99163.0,6684.0,679176.0,24208.0,0.03564319116105398,0.3139317364257402
99166.0,1208.0,70786.0,2864.0,0.040459977961743845,0.28716667007827484
99167.0,338.0,9338.0,1842.0,0.1972585136003427,1.1492281214173043
99169.0,1024.0,68226.0,2438.0,0.03573417758625744,0.24772532406492798
99170.0,484.0,28948.0,1120.0,0.03869006494403759,0.23926512221396926
99171.0,418.0,24572.0,418.0,0.017011232296923327,0.10271162479763363
99173.0,572.0,27460.0,890.0,0.03241077931536781,0.20583715542156295
99179.0,206.0,13720.0,170.0,0.01239067055393586,0.06607596172413358
99180.0,422.0,22992.0,540.0,0.02348643006263048,0.14203118374586768
99181.0,748.0,33350.0,1850.0,0.05547226386806597,0.3671564353675219
99185.0,652.0,36958.0,1412.0,0.03820553060230532,0.24763209336377293
99201.0,2122.0,267660.0,21420.0,0.08002689979825152,0.6130529051396688
99202.0,4070.0,364970.0,19536.0,0.05352768720716771,0.4449030774528159
99203.0,8844.0,1010420.0,54524.0,0.0539617188891748,0.4903829270421459
99204.0,1326.0,187898.0,12886.0,0.06857976135988675,0.49313484645075956
99205.0,13402.0,1146150.0,35778.0,0.031215809449025,0.2966511367451186
99206.0,13004.0,1068184.0,39362.0,0.03684945664791833,0.3490781889822548
99207.0,7204.0,590624.0,12516.0,0.021191146990301783,0.18823100965005693
99208.0,19946.0,1655220.0,81234.0,0.04907746402290934,0.48590782615297196
99212.0,6894.0,577780.0,24246.0,0.04196406936896396,0.37090160044628334
99216.0,8014.0,617426.0,19100.0,0.03093488126512327,0.2780758151459994
99217.0,6296.0,506010.0,27030.0,0.053417916641963596,0.46729077940643604
99218.0,5244.0,422614.0,21880.0,0.05177301272556044,0.4434374341497657
99223.0,12474.0,1314206.0,75088.0,0.05713563931377577,0.5388737492109255
99224.0,7432.0,733614.0,29482.0,0.040187346479211135,0.3582173404577218
99301.0,23414.0,2073186.0,72984.0,0.03520378779328049,0.3541899601695854
99320.0,3688.0,330644.0,11620.0,0.0351435380651093,0.2886377684339452
99321.0,378.0,24270.0,396.0,0.016316440049443756,0.09687945353162919
99322.0,133.0,9346.0,-4.0,-0.00042799058420714745,-0.0020962293173340087
99323.0,1660.0,137236.0,2950.0,0.021495817423999534,0.15939525032323312
99324.0,3120.0,228070.0,13230.0,0.058008506160389356,0.46673114684194505
99326.0,1246.0,92814.0,2306.0,0.02484538970413946,0.17711025977479866
99328.0,1430.0,91374.0,3808.0,0.04167487469083109,0.3028150063754565
99329.0,148.0,9346.0,0.0,0.0,0.0
99330.0,630.0,39942.0,1244.0,0.031145160482699916,0.20080237576989807
99336.0,14648.0,1390132.0,43746.0,0.03146895402738733,0.30185421468789764
99337.0,12466.0,1127370.0,44046.0,0.03906969317970143,0.36846004211844097
99338.0,6214.0,693638.0,31590.0,0.04554248757997688,0.39780092283671975
99341.0,300.0,19186.0,318.0,0.016574585635359115,0.09459298781351727
99343.0,942.0,58802.0,1586.0,0.026971871705044045,0.18473213707453257
99344.0,5722.0,400486.0,15204.0,0.037963873893219736,0.32847286800114855
99347.0,1036.0,56698.0,2458.0,0.04335249920632121,0.3010435351833959
99348.0,474.0,34706.0,496.0,0.014291476978044143,0.08808287163029972
99349.0,2716.0,158020.0,4574.0,0.028945703075560054,0.22888188349269786
99350.0,4768.0,387918.0,15878.0,0.04093133084827206,0.3466839483569703
99352.0,13102.0,1571538.0,76490.0,0.04867206519982336,0.46144021052392287
99353.0,6804.0,729976.0,19388.0,0.026559777307747105,0.23440100167358785
99354.0,8550.0,937090.0,25012.0,0.026691139591714777,0.2416563334322944
99356.0,110.0,6256.0,0.0,0.0,0.0
99357.0,1558.0,104104.0,2110.0,0.020268193345116422,0.14900770118066461
99360.0,618.0,43244.0,1558.0,0.03602811950790861,0.23159254497369808
99361.0,824.0,55994.0,1238.0,0.022109511733400006,0.14847384777444608
99362.0,14502.0,1166466.0,70152.0,0.060140629902628966,0.5762741795228996
99371.0,142.0,7250.0,0.0,0.0,0.0
99401.0,110.0,6820.0,0.0,0.0,0.0
99402.0,818.0,55686.0,3760.0,0.06752145961282907,0.45293962854734654
99403.0,7390.0,515498.0,34098.0,0.06614574644324517,0.5892275212907112
